Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
200273,2020,Groton,91 BUDDINGTON RD LOT 31,22540,63000,0.3577,Residential,Single Family
200367,2020,East Haven,54 COE AVE,102810,171000,0.6012,Residential,Single Family
201158,2020,Manchester,10 JEAN ROAD,158900,306000,0.5193,Residential,Single Family
200767,2020,Danbury,7 DOGWOOD PARK NO,269900,445976,0.6051,Residential,Single Family
200180,2020,Avon,68 STONY CORNERS CIRCLE,260890,370000,0.7051,Residential,Single Family
200023,2020,Chaplin,9 RIDGE RD,110600,236677,0.4673,Residential,Two Family
200571,2020,Bristol,301 EAST RD,94080,215000,0.4376,Residential,Single Family
200162,2020,Cromwell,90 NOOKS HILL ROAD,112700,140000,0.805,Residential,Single Family
200087,2020,Litchfield,26 STODDARD RD,188400,385000,0.4894,Residential,Two Family
200020,2020,Kent,184 COBBLE RD,188100,275000,0.684,Residential,Single Family
200048,2020,Hebron,87 BURNT HILL RD,129040,258000,0.5001,Residential,Single Family
2020177,2020,Berlin,0 CHAMBERLAIN HIGHWAY,8100,170000,0.0476,Vacant Land,Single Family
20215,2020,Hartford,205 MAIN ST,581070,685000,0.8483,Commercial,Single Family
200684,2020,Enfield,69 OKWOOD ST,128390,293000,0.4381,Residential,Single Family
201236,2020,Danbury,10 SOUTH ST 82,132900,270000,0.4922,Residential,Condo
201289,2020,Cromwell,35 MOUNTAIN LAUREL COURT,87360,135000,0.6471,Residential,Condo
200454,2020,Manchester,80 LENOX STREET,102500,180000,0.5694,Residential,Single Family
200018,2020,Kent,80 NORTH MAIN ST U28,169800,250000,0.6792,Residential,Condo
20124,2020,Darien,19 OAKSHADE AVE,688870,1235000,0.5577,Residential,Single Family
20202,2020,Burlington,30 DUANE LN,180180,350000,0.5148,Residential,Single Family
200379,2020,Enfield,12 THEODORE ST,134280,205000,0.655,Residential,Single Family
200082,2020,Enfield,GEORGETOWN DR BGU19,53940,10000,5.394,Residential,Condo
200145,2020,Canton,73 RIVER ROAD,201500,300000,0.6716,Commercial,Condo
20484,2020,Hartford,1081 ALBANY AVE,146930,150000,0.9795,Commercial,Condo
200632,2020,Danbury,14 SOUTH ST 37,137100,275000,0.4985,Residential,Condo
201344,2020,Greenwich,27 WESTON HILL ROAD,1016050,1660000,0.612,Residential,Single Family
2000114,2020,Bloomfield,4 WINGED FOOT BOULEVARD,406490,533000,0.7626,Residential,Condo
20000132,2020,Granby,1 HIGH RIDGE DR,199640,334000,0.5977,Residential,Single Family
200094,2020,East Lyme,97 W MAIN ST  #44,127890,215000,0.5948,Residential,Condo
200785,2020,Danbury,68 VIRGINIA AV #2,140700,230500,0.6104,Residential,Condo
201070,2020,Griswold,204 MACKIN DRIVE,639030,1650000,0.3872,Residential,Single Family
200091,2020,Easton,304 MOREHOUSE ROAD,222840,480000,0.4642,Residential,Single Family
20383,2020,East Hartford,21 SILVER LN B1,69500,100000,0.695,Residential,Condo
200142,2020,Litchfield,14 LUZI DR,124250,320000,0.3882,Residential,Single Family
200338,2020,Farmington,3 CYPRESS TRAIL,145150,250000,0.5806,Residential,Condo
200017,2020,Enfield,580 HAZARD AVE,136790,150000,0.9119,Commercial,Condo
200050,2020,Enfield,150 COTTAGE RD,78030,97000,0.8044,Residential,Single Family
20960,2020,East Hartford,765 TOLLAND ST,90750,200000,0.4537,Residential,Single Family
20158,2020,Bethel,73 ROCKWELL ROAD,164360,230000,0.7146,Residential,Single Family
200587,2020,Danbury,1103 LARSON DR,189000,329900,0.5729,Residential,Condo
200719,2020,Bristol,234 MECHANIC ST,127960,210000,0.6093,Residential,Single Family
200929,2020,Bristol,796 LAKE AVE,160440,341900,0.4692,Residential,Single Family
20000179,2020,Granby,19 HILLYER WAY,341810,595000,0.5744,Residential,Single Family
20000264,2020,Granby,25 COOLEY RD,303450,620000,0.4894,Residential,Single Family
200262,2020,Coventry,805 PUCKER ST,46800,85000,0.5505,Vacant Land,Single Family
200860,2020,Danbury,32 COALPIT HILL RD 7,84000,181778,0.4621,Residential,Condo
20349,2020,Bethel,522 COPPER SQURE DRIVE,213570,370000,0.5772,Residential,Condo
200019,2020,Bloomfield,215 CASTLEWOOD DR,118790,177500,0.6692,Residential,Condo
200952,2020,Greenwich,6 JOFRAN LANE,1774710,2600000,0.6825,Residential,Single Family
200982,2020,Greenwich,25 BIRCHWOOD DRIVE,2042140,3100000,0.6587,Residential,Single Family
200018,2020,Killingworth,21 OVERLOOK FARMS ROAD,435030,535000,0.8131,Residential,Single Family
200046,2020,East Granby,31 CHELSEA LANE,106800,157000,0.6802,Residential,Condo
200398,2020,Guilford,82 MICHAEL DR,178150,410000,0.4345,Residential,Single Family
200129,2020,Danbury,10 GREENLAWN DR,0,115995,0,Residential,Single Family
2020340,2020,Berlin,1 HOTCHKISS STREET,147600,335000,0.4405,Residential,Three Family
200078,2020,Essex,7 DICKINSON LN,1095100,3175000,0.3449,Residential,Single Family
20094,2020,Darien,298 BROOKSIDE RD,1745730,2500000,0.6982,Residential,Single Family
20247,2020,Bethel,20 KAREN DRIVE,263900,470000,0.5615,Residential,Single Family
201029,2020,Hartford,40 FRANKLIN AVE,66407,270000,0.246,Residential,Three Family
2000282,2020,Cheshire,355 REDWOOD DR,186810,354900,0.5263,Residential,Single Family
200621,2020,Bristol,45 GRIDLEY ST,128660,195000,0.6597,Residential,Three Family
200123,2020,Bristol,25 IROQUOIS RD,132300,245000,0.54,Residential,Single Family
200011,2020,Bloomfield,89 DUNCASTER RD,225120,425000,0.5296,Residential,Single Family
200488,2020,East Lyme,88 LOVERS LN,203980,364900,0.559,Residential,Single Family
20186,2020,Hartford,38 ELLSWORTH ST,55510,80000,0.6938,Residential,Single Family
200109,2020,Killingworth,13 PARTRIDGE HOLLOW,283050,595000,0.4757,Residential,Single Family
201317,2020,Griswold,43 TALCOTT AVE,82110,102000,0.805,Residential,Single Family
200544,2020,Enfield,34 KENNEDY DR,179750,400000,0.4493,Residential,Single Family
200788,2020,Manchester,189 SOUTH MAIN STREET,229300,221000,1.0376,Residential,Single Family
200088,2020,East Haven,63 COLEMAN ST #16,82000,142000,0.5774,Residential,Condo
200387,2020,Bristol,WILDEWOOD RUN LOT 50,47530,44900,1.0585,Vacant Land,Condo
20522,2020,East Hartford,9 BEDFORD AVE,107940,265000,0.4073,Residential,Single Family
20038,2020,Ashford,124 SOUTHWORTH DR,131100,150000,0.874,Residential,Single Family
201131,2020,Bristol,287 TIFFANY LN,173250,350000,0.495,Residential,Single Family
200107,2020,Bethany,15 ROLLING GREEN RD,210050,405000,0.5186,Residential,Single Family
2000409,2020,Cheshire,60 CONTOUR DR,164280,400000,0.4107,Residential,Single Family
200879,2020,Greenwich,26 LADDINS ROCK ROAD,677460,910000,0.7444,Residential,Single Family
200027,2020,Bridgewater,2 BEAVER POND LANE,713800,1200000,0.5948,Residential,Single Family
200321,2020,Madison,350 COPSE RD,333500,500000,0.667,Residential,Single Family
200178,2020,Killingly,46 CHESTNUT  ST,141260,260000,0.5433,Residential,Single Family
200030,2020,Hebron,5 BANGOR RD,107150,155000,0.6912,Residential,Single Family
200044,2020,Easton,902 SPORT HILL ROAD,331640,615000,0.5392,Residential,Single Family
200025,2020,Bridgewater,0 NEW MILFORD RD EAST,200700,300000,0.669,Vacant Land,Single Family
20418,2020,Bethel,13 PLUMTREES ROAD,166390,310000,0.5367,Residential,Single Family
20763,2020,Hartford,20 ROCKINGHAM ST,52640,167000,0.3152,Residential,Single Family
201101,2020,Danbury,4 SAMPSON TE,225800,465000,0.4855,Residential,Condo
200676,2020,Glastonbury,251 HOPEWELL RD,164500,325000,0.5061,Residential,Single Family
200226,2020,East Windsor,16 JULIA CRT,91810,170000,0.54,Residential,Condo
20052,2020,Andover,39 STANLEY DR,272100,431000,0.6313,Residential,Single Family
20078,2020,Burlington,STONE HOUSE LANE 5/03/32/6,79240,95000,0.8341,Vacant Land,Single Family
20004,2020,Hartford,356 FRANKLIN AVE #0A10,11515,38000,0.303,Residential,Condo
200023,2020,Guilford,592 ROUTE 80,225170,380000,0.5925,Residential,Single Family
200351,2020,East Haven,77 MORGAN AVE,196980,500000,0.394,Residential,Single Family
20185,2020,Bethel,20 WILDWOOD CIRCLE,271320,407000,0.6666,Residential,Condo
200025,2020,East Haddam,34 WOODMONT CIRCLE,206350,337500,0.6114,Residential,Single Family
200078,2020,Harwinton,42 FOX HUNT WAY,70990,110000,0.6453,Vacant Land,Single Family
200100,2020,Essex,38 GROVE ST,241400,710000,0.34,Residential,Single Family
20876,2020,East Hartford,14 PORTERBROOK AVE,77700,170000,0.457,Residential,Single Family
200672,2020,Manchester,16 MCKEE STREET,91700,175000,0.524,Residential,Single Family
200266,2020,East Lyme,15 CUBLES DR,170730,257000,0.6643,Residential,Single Family
200261,2020,Guilford,1362 ROUTE 80,169470,235000,0.7211,Residential,Single Family
200065,2020,Canton,93 VILLAGE LANE,231270,380000,0.6086,Residential,Single Family
200731,2020,Greenwich,35 WILDWOOD DRIVE,938070,1050000,0.8934,Residential,Single Family
200278,2020,Enfield,52 S RIVER ST,58980,109000,0.5411,Residential,Single Family
200156,2020,Enfield,130 BRAINARD RD,132810,207500,0.64,Residential,Single Family
200601,2020,Enfield,15 WINDMILL RD,232370,395000,0.5882,Residential,Single Family
201481,2020,Danbury,74 TOPSTONE DR,182400,420000,0.4342,Residential,Single Family
2020329,2020,Berlin,1406 CHAMBERLAIN HWY,188500,75000,2.5133,Commercial,Single Family
200055,2020,Coventry,RENAYER DR,1300,2000,0.65,Vacant Land,Single Family
20168,2020,Hartford,94 WESTLAND ST,21455,130000,0.165,Residential,Three Family
200157,2020,Beacon Falls,2 BAYBERRY COURT,0,519900,0,Residential,Condo
200577,2020,Bristol,5 HIGH MEADOW LANE,133910,220000,0.6086,Residential,Single Family
2020084,2020,Berlin,86 BARKER LANE,314500,529000,0.5945,Residential,Single Family
200162,2020,Colchester,143 BULKELEY HILL RD,53500,85000,0.6294,Vacant Land,Single Family
20038,2020,Hartford,66 ROSEMONT ST,46025,196000,0.2348,Residential,Single Family
200330,2020,Danbury,11 BOULEVARD 3-14,172200,320000,0.5381,Residential,Condo
200913,2020,Bristol,"WOLCOTT ST LOTS 44, 44-1, 44-2",121910,120000,1.0159,Vacant Land,Condo
2000129,2020,Bloomfield,18 HARVEST LANE,222320,380000,0.585,Residential,Single Family
200196,2020,Guilford,1135 LONG HILL RD,158080,255000,0.6199,Residential,Single Family
201142,2020,Greenwich,45 HILLCREST PARK ROAD,840000,1450000,0.5793,Residential,Single Family
200079,2020,East Lyme,13 FOXCROFT RD,154840,328000,0.472,Residential,Single Family
200226,2020,Canton,215 ALBANY TURNPIKE,439600,450000,0.9768,Commercial,Single Family
200294,2020,Colchester,71 STONEBRIDGE RD,167800,300000,0.5593,Residential,Single Family
200496,2020,Guilford,356 NORTONTOWN RD,337540,736000,0.4586,Residential,Single Family
200050,2020,Cromwell,14 RIVER PARK DR,625380,1000000,0.6253,Residential,Single Family
200080,2020,Glastonbury,41 CONESTOGA WAY,110400,210000,0.5257,Residential,Condo
200026,2020,Cornwall,VALLEY RD,161700,90000,1.7966,Vacant Land,Condo
201268,2020,Greenwich,14 BRADBURY PLACE,2333450,3050000,0.7651,Residential,Single Family
20311,2020,Hartford,15 SEQUIN ST,45430,180000,0.2524,Residential,Single Family
20338,2020,Darien,7 SUNSWYCK ROAD,2036720,3000000,0.6789,Residential,Single Family
200341,2020,Bristol,77 OVERLOOK AVE,152740,260000,0.5874,Residential,Single Family
200306,2020,Manchester,20 OAKWOOD ROAD,112500,239000,0.4707,Residential,Single Family
200038,2020,Bethlehem,320 HARD HILL RD N,338750,595000,0.5693,Residential,Single Family
200066,2020,Greenwich,40 WEST ELM STREET UN1A & UN1B,464100,1225000,0.3789,Commercial,Single Family
200226,2020,Manchester,240 BRIARWOOD DRIVE,159900,277000,0.5772,Residential,Single Family
200120,2020,Beacon Falls,3 WOODLAND PATH,0,559900,0,Residential,Condo
20150,2020,East Hartford,43 PHILLIPS FARM RD,138250,227400,0.6079,Residential,Condo
2020004,2020,Berlin,72 GRISWOLD DR,240200,442000,0.5434,Residential,Single Family
200181,2020,Farmington,48 BRADFORD WALK,243110,399900,0.6079,Residential,Condo
200699,2020,East Haven,22 NAVARRO RD,97240,220000,0.442,Residential,Single Family
2020293,2020,Berlin,261 NEWTON ST,191900,339900,0.5645,Residential,Single Family
20800,2020,Hartford,148 PRINCETON ST,55580,189900,0.2926,Residential,Single Family
200768,2020,Branford,18 ORCHARD AVE,248500,551000,0.4509,Residential,Single Family
20040,2020,Andover,WHEELING RD 34/26/7-2,47600,41500,1.1469,Vacant Land,Single Family
200722,2020,Groton,22 ICE HOUSE LN,82110,200000,0.4106,Vacant Land,Single Family
201043,2020,Manchester,369 BURNHAM STREET,114900,247500,0.4642,Residential,Single Family
20098,2020,Lebanon,26 W ISLAND BEACH RD,76550,174000,0.4399,Residential,Single Family
201238,2020,Manchester,460 HILLSTOWN ROAD,214800,550000,0.3905,Residential,Single Family
200162,2020,Groton,82 CROWN KNOLL S158,49350,98000,0.5035,Residential,Condo
20291,2020,East Hartford,62 MONTAGUE CIR,77500,155200,0.4993,Residential,Single Family
20066,2020,Darien,224 LONG NECK POINT RD,6884150,12500000,0.5507,Residential,Single Family
200074,2020,Mansfield,6 LEBANON SQ,173000,250000,0.692,Residential,Condo
200306,2020,Groton,124 SANDY HOLLOW RD,69720,60000,1.162,Vacant Land,Condo
20068,2020,East Hartford,194 OCONNELL DR,89300,188000,0.475,Residential,Single Family
200195,2020,Litchfield,546 TORRINGTON RD,119070,182000,0.6542,Residential,Single Family
200146,2020,Beacon Falls,13 LAUREL RIDGE,312460,470000,0.6648,Residential,Condo
200426,2020,Danbury,136 PEMBROKE RD 10-92,119200,232000,0.5137,Residential,Condo
200464,2020,Guilford,333 BLUFF VIEW DR,351850,635000,0.554,Residential,Single Family
200543,2020,Farmington,19 SUNSET DR,166830,239000,0.698,Residential,Single Family
200194,2020,Greenwich,34 BURYING HILL ROAD,3375610,4250000,0.7942,Residential,Single Family
200443,2020,Glastonbury,23 ALLSPICE LN,98400,183000,0.5377,Residential,Condo
200048,2020,Branford,9 BISHOP RD,145500,155000,0.9387,Residential,Single Family
201228,2020,Hartford,174 WESTLAND ST,75521,255000,0.2961,Residential,Two Family
200061,2020,Colchester,132 GILL ST,108400,170500,0.6357,Residential,Single Family
200734,2020,Bristol,190 PROSPECT ST,91980,147000,0.6257,Residential,Two Family
200129,2020,Coventry,325 WOODBRIDGE RD,128600,175000,0.7348,Residential,Single Family
200454,2020,Greenwich,1 LITA DRIVE,932960,1800000,0.5183,Residential,Single Family
200790,2020,Greenwich,24 MARTIN DALE NORTH,1341970,2300000,0.5834,Residential,Single Family
20107,2020,Hartford,218 MONROE ST,41580,198000,0.21,Residential,Single Family
200000286,2020,Brookfield,50 NORTH LAKE SHORE DR,573030,1595000,0.3592,Residential,Single Family
200687,2020,Greenwich,453 EAST PUTNAM AVENUE UN3J,204750,330000,0.6204,Residential,Condo
20124,2020,Derby,263 HAWKINS ST,90790,112900,0.8041,Residential,Two Family
200062,2020,Bloomfield,55 GRIFFIN ROAD SOUTH,1873060,1400000,1.3379,Commercial,Two Family
20546,2020,Hartford,92 EDWARDS ST & 69 CHESTNUT ST,381990,837170,0.4563,Apartments,Two Family
20433,2020,Darien,12 MUSKET LANE,959280,1700000,0.5642,Residential,Single Family
200504,2020,Glastonbury,42 GAYFEATHER LN,96000,153000,0.6274,Residential,Condo
200231,2020,Guilford,423 DURHAM RD,233390,339000,0.6884,Residential,Single Family
20007,2020,Farmington,54 GREAT MEADOW LA,99780,143000,0.6977,Residential,Condo
200642,2020,Manchester,11 MARKWOOD LANE,173200,275000,0.6298,Residential,Single Family
20649,2020,Hartford,1 LINDEN PL #0508,54075,249900,0.2163,Residential,Condo
200130,2020,Cromwell,195 WOODLAND DRIVE,57470,114000,0.5041,Residential,Condo
200261,2020,Bristol,269 BIRCH ST,157640,235000,0.6708,Residential,Single Family
200210,2020,Farmington,30 SONGBIRD LA,157950,245000,0.6446,Residential,Condo
200987,2020,Bristol,575 BROAD ST,1330000,3000000,0.4433,Commercial,Condo
20763,2020,East Hartford,80 CHEYENNE RD,33630,60000,0.5605,Residential,Condo
20075,2020,Derby,204 BEAU VIEW CONDO,83790,121100,0.6919,Residential,Condo
200320,2020,Groton,11 AVON PL,101080,169550,0.5961,Residential,Single Family
200112,2020,Bristol,205 DIVINITY ST,136220,309900,0.4395,Residential,Three Family
20162,2020,Hartford,104 EDGEWOOD ST,12985,27716,0.4685,Residential,Two Family
20000018,2020,Brookfield,7 CARLISLE CT,105990,153000,0.6927,Residential,Condo
200570,2020,Enfield,3 LOUISE DR,145800,271000,0.538,Residential,Single Family
200126,2020,Litchfield,265 CHESTNUT HILL RD,502660,699000,0.7191,Residential,Single Family
200719,2020,Greenwich,322 DELAVAN AVENUE,298480,650000,0.4592,Residential,Single Family
20127,2020,Burlington,75 SOUTH MAIN STREET,66500,534450,0.1244,Residential,Single Family
200109,2020,Manchester,279 PARKER STREET,103100,186000,0.5543,Residential,Single Family
20000128,2020,Brookfield,110 HEATHERWOOD DR,130920,260000,0.5035,Residential,Condo
200446,2020,Madison,28 FAWN BROOK CIR,266100,650000,0.4093,Residential,Single Family
20600,2020,Hartford,131 FLATBUSH AVE,138880,310000,0.448,Apartments,Single Family
20166,2020,Bethel,1 CROSS HILL ROAD,342370,645000,0.5308,Residential,Single Family
200105,2020,Guilford,984 HOOP POLE RD,243150,355000,0.6849,Residential,Single Family
200428,2020,Greenwich,118 PUTNAM PARK,54118680,459000,117.9056,Residential,Condo
200689,2020,Danbury,23 KINGSWOOD RD,211600,315000,0.6717,Residential,Single Family
20050,2020,Colebrook,114 RIVERTON ROAD,107700,95000,1.1336,Residential,Single Family
200110,2020,Mansfield,WARRENVILLE RD LOTS 6-1+6-2,58200,83000,0.7012,Vacant Land,Single Family
200302,2020,East Lyme,232 OLD BLACK PT RD,816970,1725000,0.4736,Residential,Single Family
20000224,2020,Brookfield,18 STILLWATER CIRCLE,312550,450000,0.6946,Residential,Condo
200153,2020,Bristol,19 DONNA LA,139370,240000,0.5807,Residential,Single Family
200266,2020,Avon,27 HERITAGE DRIVE,100550,183000,0.5494,Residential,Condo
200670,2020,Danbury,37 FERGONE RD,180100,327500,0.5499,Residential,Single Family
200325,2020,Farmington,30 WATERVILLE RD,196980,430000,0.458,Residential,Single Family
200276,2020,Farmington,64 PINNACLE RD,478230,750000,0.6376,Residential,Single Family
201204,2020,Danbury,3 OHEHYAHTAH PL,322800,570000,0.5663,Residential,Single Family
20000009,2020,Granby,107 SILVER ST,187460,300000,0.6248,Residential,Single Family
200179,2020,East Haven,6 ELLIS RD,50690,70000,0.7241,Vacant Land,Single Family
200267,2020,East Windsor,12 DEAN AVE,76250,170000,0.4485,Residential,Single Family
201118,2020,Hartford,819 MAPLE AVE,86240,224900,0.3834,Commercial,Single Family
200051,2020,Groton,105 SHARON RD,136080,300000,0.4536,Residential,Single Family
20079,2020,Bolton,27 HANOVER FARMS RD,450900,850000,0.5304,Residential,Single Family
200035,2020,Enfield,15 NORTHFIELD RD,137750,190000,0.725,Residential,Single Family
20532,2020,East Hartford,78 CHEYENNE RD,21550,49900,0.4318,Residential,Condo
201179,2020,Greenwich,111 PATTERSON AVENUE,1359400,1706250,0.7967,Residential,Single Family
2020297,2020,Ansonia,203 PRINDLE AVE,121800,225000,0.5413,Residential,Single Family
2000017,2020,Cheshire,423 E MITCHELL AVE U154,44190,93000,0.4751,Residential,Condo
200744,2020,Farmington,37 BASSWOOD RD,256410,427001,0.6004,Residential,Single Family
200183,2020,East Haven,8 DAMEN DR,142940,252000,0.5672,Residential,Single Family
200144,2020,East Haven,32 FRANK ST,155480,285000,0.5455,Residential,Single Family
200344,2020,Greenwich,5 PUTNAM HILL APT 2C,60231850,705000,85.4352,Residential,Condo
